id,X4_mean,X11_mean,X18_mean,X26_mean,X50_mean,X3112_mean
195066138,0.4465506076812744,0.423911988735199,0.47543877363204956,0.45082539319992065,0.45368900895118713,0.46711447834968567
195524180,0.4465596079826355,0.42398005723953247,0.47544464468955994,0.4508879482746124,0.4537530541419983,0.4671584963798523
172220512,0.4465157687664032,0.4238912761211395,0.47542527318000793,0.4507552981376648,0.4536449611186981,0.46704256534576416
195824490,0.44602513313293457,0.42285221815109253,0.4749649465084076,0.44949010014533997,0.45265907049179077,0.4662274420261383
191793047,0.44633403420448303,0.423446923494339,0.47524598240852356,0.4502382278442383,0.4532816410064697,0.4667503833770752
117837690,0.4458911120891571,0.4226927161216736,0.474901020526886,0.4492820203304291,0.4525606334209442,0.4661075472831726
174274409,0.446539968252182,0.4239501357078552,0.4754261076450348,0.4508616328239441,0.45374777913093567,0.4671592116355896
196250593,0.44653090834617615,0.4239194095134735,0.4754331409931183,0.45078808069229126,0.4536687135696411,0.4670467972755432
195252559,0.4457557797431946,0.4224817454814911,0.4748099148273468,0.4489607810974121,0.45233672857284546,0.46591782569885254
194013585,0.4465787410736084,0.4240362048149109,0.4754866361618042,0.45095545053482056,0.4538165032863617,0.4671865701675415
155583371,0.44613486528396606,0.42308878898620605,0.4750674068927765,0.44976672530174255,0.4528709948062897,0.4664003849029541
194653562,0.4462462067604065,0.4233907461166382,0.4752083718776703,0.450093150138855,0.4531734883785248,0.46662601828575134
194689725,0.44616368412971497,0.4231778383255005,0.47515425086021423,0.449884295463562,0.4529859125614166,0.4664703905582428
195786981,0.4465234875679016,0.42398786544799805,0.47545382380485535,0.4508852958679199,0.45376041531562805,0.4671192169189453
193923267,0.4461557865142822,0.4231627881526947,0.4750637412071228,0.4498734772205353,0.4529796838760376,0.4665115177631378
192005390,0.44652876257896423,0.42389193177223206,0.4754071533679962,0.4507942199707031,0.4536837637424469,0.467119038105011
153982947,0.4465705454349518,0.4240742027759552,0.47547975182533264,0.45097261667251587,0.45383739471435547,0.46720319986343384
41747155,0.44646453857421875,0.42384111881256104,0.47536465525627136,0.45069167017936707,0.4536379873752594,0.46704667806625366
147931015,0.44659310579299927,0.42402878403663635,0.475481241941452,0.4509623944759369,0.453807532787323,0.4671868085861206
183327013,0.446461021900177,0.42373281717300415,0.4753287434577942,0.4506053626537323,0.4535195231437683,0.4669587314128876
144297566,0.4464680850505829,0.42387697100639343,0.47539883852005005,0.4507329761981964,0.45365434885025024,0.467052161693573
194916091,0.4461662173271179,0.4231923520565033,0.4751323163509369,0.4499184489250183,0.4530177712440491,0.46650752425193787
195286177,0.44652506709098816,0.4239063560962677,0.4754560887813568,0.45076605677604675,0.4536569118499756,0.46703460812568665
192914011,0.44649815559387207,0.4239019453525543,0.4754170775413513,0.4507685899734497,0.45367759466171265,0.4670809209346771
194212570,0.44637471437454224,0.42357075214385986,0.4753040075302124,0.45032835006713867,0.45334017276763916,0.46678727865219116
193852226,0.4465680718421936,0.42400994896888733,0.4754658043384552,0.4509128928184509,0.4537815749645233,0.46717655658721924
190028410,0.4458925127983093,0.4225374460220337,0.4748516380786896,0.4490465521812439,0.4523000717163086,0.4659463167190552
196054304,0.4465442895889282,0.4239961802959442,0.4754377007484436,0.4509045481681824,0.4537794589996338,0.467168927192688
195870593,0.44652068614959717,0.4239465892314911,0.475440114736557,0.45083487033843994,0.4537416398525238,0.4671221673488617
161245282,0.4464864134788513,0.4237707555294037,0.47537025809288025,0.45067691802978516,0.4535868763923645,0.46703624725341797
194522543,0.44645464420318604,0.42362627387046814,0.4753246605396271,0.4504804015159607,0.4533841907978058,0.4668723940849304
175776957,0.44648489356040955,0.4238661825656891,0.4754345715045929,0.4507176876068115,0.45365259051322937,0.46704116463661194
193111685,0.4465380907058716,0.42394307255744934,0.47543689608573914,0.45081815123558044,0.4537108838558197,0.4671066999435425
191451585,0.44649893045425415,0.4237980246543884,0.4753592610359192,0.4506640136241913,0.45355796813964844,0.46705135703086853
192995689,0.4465872645378113,0.42402029037475586,0.4754640460014343,0.45095470547676086,0.4537915289402008,0.4671991169452667
195818408,0.44657832384109497,0.4240400493144989,0.4754902422428131,0.4509546160697937,0.4538079798221588,0.46717339754104614
192306416,0.4464110732078552,0.42367246747016907,0.4753248989582062,0.45051589608192444,0.4534824788570404,0.46690571308135986
195339013,0.445875346660614,0.42257529497146606,0.4748387038707733,0.4491156339645386,0.45234739780426025,0.4659496545791626
196070123,0.44575658440589905,0.42237627506256104,0.47480544447898865,0.44883328676223755,0.45219001173973083,0.46579572558403015
195114154,0.44604218006134033,0.4228619635105133,0.4749254286289215,0.4494974613189697,0.4526248574256897,0.46623677015304565
